name_ar,name_en,gender,religion,role,frequency_class,corpus_share_pct,slot1_pct,slot2_pct,slot3_pct,slot4_pct,slot5_pct,slot6_pct,slot7_pct,slot8_pct,tashkeel,meaning_ar,meaning_en,ar_variants,en_variants,data_version
زنداقي,Zendaqy,m,n,f,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,زِنْدَاقِي,نسبة إلى 'زنديق'، وهو مصطلح تاريخي يشير إلى الملحد أو الكافر. قد يكون لقباً قديماً أطلق على شخص ما لسبب معين.,"Attributed to 'zendiq', a historical term for an atheist or infidel. May be an old nickname given to someone for a specific reason.",زنداقي,Zandaqy|Zandaqi|Zandaaqi,v0.1.x
زنرني,Zanarny,m,n,f,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,زَنَرْنِي,نسبة إلى 'زنار'، وهو حزام يشد به الوسط. قد يشير إلى مهنة صناعة الأحزمة أو بيعها، أو قد يكون لقباً لشخص يرتدي زناراً مميزاً.,"Attributed to 'zenar' (a belt worn around the waist). May refer to the profession of making or selling belts, or a nickname for someone wearing a distinctive belt.",زنرني|زنرنى,Zanrany|Zanrani|Zanranee,v0.1.x
زنقل,Zanqal,m,n,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,زَنْقَل,قد يكون اسماً محرفاً أو مشتقاً من كلمة عامية، أو قد يشير إلى صفة معينة غير واضحة المعنى في الفصحى.,"Possibly a distorted or derived name from a colloquial word, or may refer to a specific characteristic not clearly defined in classical Arabic.",زنقل,Zanqal|Zanqel|Zanql,v0.1.x
زنقلي,Zanqaly,m,n,f,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,زَنْقَلِي,نسبة إلى 'زنقل'، وقد يكون اسماً محرفاً أو مشتقاً من كلمة عامية، أو قد يشير إلى صفة معينة غير واضحة المعنى في الفصحى.,"Attributed to 'Zanqal'. Possibly a distorted or derived name from a colloquial word, or may refer to a specific characteristic not clearly defined in classical Arabic.",زنقلي,Zanqaly|Zanqali|Zanqaali,v0.1.x
زنهور,Zanhour,m,n,f,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,زَنْهُور,قد يكون اسماً محرفاً أو مشتقاً من كلمة عامية، أو قد يشير إلى صفة معينة غير واضحة المعنى في الفصحى.,"Possibly a distorted or derived name from a colloquial word, or may refer to a specific characteristic not clearly defined in classical Arabic.",زنهور,Zanhour|Zanhur|Zanhoor,v0.1.x
زنيرة,Zunaira,f,m,g,r,9e-06,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,زُنَيْرَة,تصغير 'زنار'، وهو الحزام. اسم صحابية جليلة كانت من أوائل من أسلموا وعذبوا في سبيل الله.,"Diminutive of 'zenar' (belt). Name of a revered female companion of the Prophet Muhammad, one of the first to embrace Islam and be tortured for it.",زنيرة|زنيره,Zonaira|Zunaira|Zonayrah,v0.1.x
زنيزن,Zunizen,m,n,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,زُنَيْزِن,تصغير 'زَنَازِن' (جمع زنزانة)، أو قد يكون اسماً محرفاً أو مشتقاً من كلمة عامية.,"Diminutive of 'zanazen' (plural of 'zanazana', cell), or possibly a distorted or derived name from a colloquial word.",زنيزن,Zeneezan|Zinizan|Zeneizan,v0.1.x
زنيهم,Zunaihem,m,n,f,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,زُنَيْهِم,تصغير 'زَنَاهِم' (جمع زَنَهْمَة، وهي كلمة عامية قد تشير إلى شخص ضخم أو قوي).,"Diminutive of 'zanahim' (plural of 'zanahma', a colloquial word that may refer to a large or strong person).",زنيهم,Zonaihem|Zunaihim|Zonayhem,v0.1.x
زهاءالدين,Zahaaeldin,m,m,g,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,زَهَاءالدِّين,زهاء الدين؛ بهاء الدين ولمعانه,Brilliance of the faith,زهاءالدين,Zahaaeldin|Zahaa El-Din|Zahauddin,v0.1.x
زهاني,Zahany,m,n,f,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,زَهَّانِي,نسبة إلى 'زَهَّان' (صيغة مبالغة من زَهَا، أي تفاخر أو تباهى). قد يشير إلى شخص كثير التفاخر أو الجمال.,"Attributed to 'zahhan' (intensive form of 'zaha', to boast or show off). May refer to a boastful or beautiful person.",زهاني|زهانى,Zahhany|Zahani|Zahhaani,v0.1.x
زهد,Zohd,m,m,g,r,9e-06,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,زُهْد,الزهد؛ الإعراض عن الدنيا,Asceticism; renunciation,زهد,Zohd|Zuhd,v0.1.x
زهرالليالي,Zahrellyaly,n,n,f,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,زَهْرالْلَيَالِي,زهر الليالي؛ زهر الليل,Flower of the nights,زهرالليالي,Zahrellyaly|Zahr El-Lyaly|Zahr Al-Layali,v0.1.x
زهرالورد,Zahrelward,n,n,f,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,زَهْرالْوَرْد,زهر الورد؛ زهرة الورد,Rose blossom,زهرالورد,Zahrelward|Zahr El-Ward|Zahr Al-Ward,v0.1.x
زهراني,Zahrany,m,m,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,زَهْرَانِي,منسوب إلى زهران (قبيلة),From Zahrān tribe,زهراني,Zahrany|Zahrani|Zahraani,v0.1.x
زهراوي,Zahrawy,m,m,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,زَهْرَاوِي,منسوب إلى الزهراء / الزهر,Related to al-Zahrāʾ / flowers,زهراوي|زهراوى,Zahrawy|Zahrawi|Zahrawee,v0.1.x
زهرةالعلا,Zahretelola,f,m,g,r,9e-06,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,زَهْرَةالْعُلَا,زهرة العلا؛ زهرة السمو,Flower of exaltation,زهرةالعلا,Zahretelola|Zahret El-Ola|Zahra Al-Ula,v0.1.x
زهرةالله,Zahretallah,f,m,g,r,9e-06,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,زَهْرَةاللَّه,زهرة الله,Flower of God,زهرةالله,Zahretallah|Zahret Allah|Zahraullah,v0.1.x
زهرلي,Zaharli,m,n,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,زَهَرْلي,نسبة إلى 'زهر' (الورد أو النور). قد يشير إلى شخص جميل أو مشرق، أو نسبة إلى مكان يكثر فيه الزهر.,"Attributed to 'zahar' (flower or bloom). May refer to a beautiful or radiant person, or attributed to a place rich in flowers.",زهرلي|زهرلى,Zahrly|Zahrli|Zahrlee,v0.1.x
زهزهون,Zahzahoun,m,n,f,r,9e-06,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,زَهْزَهُون,صيغة مبالغة من 'زهزه' (أي أشرق وتلألأ). قد يشير إلى شخص مشرق الوجه أو ذو بهجة.,"Intensive form of 'zahzah' (to shine brightly, to sparkle). May refer to a person with a radiant face or full of joy.",زهزهون,Zahzahoun|Zahzahun|Zahzahoon,v0.1.x
زهقنة,Zahqana,f,n,g,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,زَهْقَنَة,من الفعل 'زهق' (أي ضاق صدره أو ملّ). قد يشير إلى شخص سريع الملل أو الضيق، أو قد يكون اسماً محرفاً.,"Derived from the verb 'zahaq' (to be fed up, to be bored). May refer to a person who gets bored or annoyed easily, or it could be a distorted name.",زهقنة|زهقنه,Zahqana|Zahqeneh|Zahqanah,v0.1.x
زهورالاسلام,Zohour El Islam,f,m,g,r,9e-06,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,زُهُورُ الْإِسْلَام,مركب إضافي يعني 'أزهار الإسلام' أو 'نور الإسلام'.,Compound name meaning 'flowers of Islam' or 'light of Islam'.,زهورالاسلام,Zohourelislam|Zohour El-Islam|Zuhur Al-Islam,v0.1.x
زهيد,Zaheed,m,m,g,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,زَهِيد,الزهيد؛ القليل الضئيل,Scanty; meager,زهيد,Zaheed|Zahid|Zaheid,v0.1.x
زهيراحمد,Zohair Ahmed,m,m,g,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,زُهَيْرُ أَحْمَد,مركب من اسمين: 'زهير' (تصغير زهر، أي الورد الصغير أو المشرق) و 'أحمد' (اسم علم مشتق من الحمد، أي الأكثر حمداً وثناءً).,"Compound of two names: 'Zohair' (diminutive of 'zahr', meaning small or bright flower) and 'Ahmed' (a proper name derived from 'hamd', meaning most praised or commendable).",زهيراحمد,Zohairahmed|Zohair Ahmed|Zuhair Ahmad,v0.1.x
زهيرالدين,Zohaireldin,m,m,g,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,زُهَيْرالدِّين,زهير الدين؛ إشراق الدين,Brightness of the faith,زهيرالدين,Zohaireldin|Zohair El-Din|Zuhairuddin,v0.1.x
زهيرصبري,Zohair Sabry,m,m,g,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,زُهَيْرُ صَبْرِي,مركب من اسمين: 'زهير' (تصغير زهر، أي الورد الصغير أو المشرق) و 'صبري' (نسبة إلى الصبر، أي المتحمل أو القوي).,"Compound of two names: 'Zohair' (diminutive of 'zahr', meaning small or bright flower) and 'Sabry' (attributed to patience, meaning enduring or strong).",زهيرصبري|زهيرصبرى,Zohairsabry|Zohair Sabry|Zuhair Sabri,v0.1.x
زهيم,Zoheim,m,m,g,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,زُهَيْم,تصغير زَهْم، وهو السمين الممتلئ، أو الشجاع المقدام.,"Diminutive of 'zahm', meaning plump, full-bodied, or brave, courageous.",زهيم,Zohaim|Zuhaim|Zohaym,v0.1.x
زواد,Zawwad,n,n,f,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,زَوَّاد,الزاد؛ طعام السفر,Provisions for travel,زواد,Zawwad|Zawad|Zawwaad,v0.1.x
زوارة,Zawwara,f,m,g,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,زَوَّارَة,صيغة مبالغة من الزيارة، أي كثيرة الزيارة، أو من الزور بمعنى القوة والشدة.,"Intensified form of 'ziyara' (visiting), meaning frequent visitor, or from 'zawr' meaning strength and intensity.",زوارة|زواره,Zowara|Zuwara|Zowarah,v0.1.x
زوالنون,Zolnoun,m,m,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,زُوَالنُّون,ذو النون؛ صاحب الحوت (يونس),Dhū al-Nūn (Jonah epithet,زوالنون,Zolnoun|Zo El-Noun|Zawalnoun,v0.1.x
زوايد,Zawayed,n,n,f,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,زَوَايِد,الزوائد؛ الزيادات,Additions; extras,زوايد,Zawayed|Zawaid|Zawayd,v0.1.x
زوبعة,Zawbaa,f,m,f,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,زَوْبَعَة,الزوبعة؛ العاصفة الدوّارة,Whirlwind; storm,زوبعة|زوبعه,Zawbaa|Zawbeah|Zawbah,v0.1.x
زوبي,Zouby,m,m,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,زُوبِي,اسم عائلة، قد يكون تصغيرًا أو تحريفًا لاسم آخر، أو نسبة إلى مكان.,"Family name, possibly a diminutive or distortion of another name, or a toponymic reference.",زوبي|زوبى,Zoby|Zubi|Zobee,v0.1.x
زوبيدا,Zobeeda,f,m,g,r,9e-06,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,زُوبِيدَا,الزبدة؛ خلاصة الشيء (زوبيدة),Cream; the choicest (Zubayda form,زوبيدا,Zobeeda|Zubida|Zobeidah,v0.1.x
زوبيدة,Zobeeda,f,m,g,r,9e-06,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,زُوبِيدَة,الزبدة؛ خلاصة الشيء وخياره,Cream; the choicest (Zubayda,زوبيدة|زوبيده,Zobeeda|Zubida|Zobeidah,v0.1.x
زوجي,Zougy,m,m,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,زَوْجِي,اسم عائلة، قد يكون نسبة إلى الزوج أو الزوجة، أو تحريفًا لاسم آخر.,"Family name, possibly related to 'zawj' (spouse) or a distortion of another name.",زوجي,Zawgy|Zawji|Zawgee,v0.1.x
زوسر,Zoser,m,n,f,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,زُوسَر,زوسر؛ اسم فرعوني معروف ( persسر),Djoser (attested pharaonic name,زوسر,Zoser|Zuser|Zosser,v0.1.x
زوقت,Zawwaqat,f,m,g,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,زَوَّقَت,فعل ماضٍ بمعنى زيّنت وحسّنت. قد يكون اسمًا نادرًا أو تحريفًا لاسم آخر.,Past tense verb meaning 'she decorated' or 'she beautified'. May be a rare name or a distortion of another name.,زوقت,Zawqat|Zawqet|Zawqt,v0.1.x
زوكاني,Zoukany,m,m,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,زُوكَانِي,اسم عائلة، قد يكون من أصل غير عربي أو تحريفًا لاسم آخر.,"Family name, possibly of non-Arabic origin or a distortion of another name.",زوكاني,Zawkany|Zawkani|Zawkaani,v0.1.x
زولاس,Zoulas,m,c,f,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,زُولَاس,اسم عائلة، غالبًا من أصل يوناني أو قبطي، وقد يعني 'الشمس' أو 'المشرق'.,"Family name, often of Greek or Coptic origin, possibly meaning 'sun' or 'bright'.",زولاس,Zolas|Zulas|Zolaas,v0.1.x
زولجي,Zoulgy,m,m,f,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,زُولْجِي,اسم عائلة، قد يكون من أصل تركي أو تحريفًا لاسم آخر.,"Family name, possibly of Turkish origin or a distortion of another name.",زولجي,Zolgy|Zulji|Zolgey,v0.1.x
زومل,Zoumel,m,m,f,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,زَوْمَل,اسم عائلة، قد يكون تصغيرًا لـ 'زامل' (الرفيق في السفر)، أو تحريفًا لاسم آخر.,"Family name, possibly a diminutive of 'Zamel' (traveling companion), or a distortion of another name.",زومل,Zawmal|Zawmel|Zawml,v0.1.x
زويا,Zoya,f,n,g,r,9e-06,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,زُويَا,اسم علم مؤنث، من أصل روسي ويعني 'الحياة'.,"Female given name, of Russian origin, meaning 'life'.",زويا,Zoya|Zuya|Zoyah,v0.1.x
زويلي,Zoweily,m,m,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,زُوَيْلِي,اسم عائلة، قد يكون تصغيرًا لـ 'زويل' أو نسبة إلى مكان.,"Family name, possibly a diminutive of 'Zoweil' or a toponymic reference.",زويلي|زويلى,Zowaily|Zuwaili|Zowayli,v0.1.x
زيار,Zeyar,m,m,g,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,زِيَار,اسم علم مذكر، يعني الزائر أو كثير الزيارة، أو من الزور بمعنى القوة.,"Male given name, meaning visitor or frequent visitor, or from 'zawr' meaning strength.",زيار,Zyar|Ziar|Zyaar,v0.1.x
زيبق,Zeibaq,m,m,f,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,زَيْبَق,اسم عائلة، يعني الزئبق (المعدن السائل)، وقد يدل على السرعة أو التقلب.,"Family name, meaning mercury (the liquid metal), possibly indicating speed or volatility.",زيبق,Zeeba|Zibaq|Zeebaq,v0.1.x
زيت,Zait,n,n,f,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,زَيْت,الزيت؛ دهن الزيتون,Oil; olive oil,زيت,Zait|Zayt|Zeit,v0.1.x
زيتونة,Zaitouna,f,n,f,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,زَيْتُونَة,الزيتونة؛ شجرة الزيتون,Olive tree,زيتونة|زيتونه,Zaitouna|Zaytuna|Zaitoonah,v0.1.x
زيدة,Zeeda,f,m,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,زِيدَة,الزيدة؛ الخيار والخلاصة,Cream; the choicest,زيدة|زيده,Zeeda|Zida|Zeedah,v0.1.x
زيدو,Zaido,m,m,g,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,زَيْدُو,تصغير زيد؛ الزيادة والنماء,Diminutive of Zayd (increase,زيدو,Zaido|Zaydou|Zaidu,v0.1.x
زيدون,Zaidoun,m,m,g,r,9e-06,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,زَيْدُون,زيدون؛ من زيد (الزيادة),From Zayd (increase,زيدون,Zaidoun|Zaydun|Zaidoon,v0.1.x
زيدي,Zaidy,m,m,f,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,زَيْدِي,منسوب إلى زيد / الزيدية,Related to Zayd / Zaydī,زيدي|زيدى,Zaidy|Zaydi|Zaidee,v0.1.x
زير,Zeer,n,n,f,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,زِير,الزّير؛ الجرة الكبيرة,Large jar,زير,Zeer|Zir|Zeir,v0.1.x
زيرون,Zeiroun,m,m,f,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,زَيْرُون,اسم عائلة، قد يكون من أصل غير عربي أو تحريفًا لاسم آخر.,"Family name, possibly of non-Arabic origin or a distortion of another name.",زيرون,Zeeroun|Zirun|Zeroon,v0.1.x
زيز,Ziz,m,m,f,r,9e-06,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,زِيز,اسم عائلة، قد يكون تصغيرًا أو تحريفًا لاسم آخر، أو من 'زيز' بمعنى صوت الحشرة.,"Family name, possibly a diminutive or distortion of another name, or from 'ziz' meaning insect sound.",زيز,Zeez|Ziz|Zeiz,v0.1.x
زيزت,Zizat,f,m,g,r,9e-06,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,زِيزَت,اسم علم مؤنث، قد يكون تحريفًا لاسم آخر أو من أصل غير عربي.,"Female given name, possibly a distortion of another name or of non-Arabic origin.",زيزت,Zeezat|Zizet|Zeezt,v0.1.x
زيزفون,Zeezafon,f,n,g,r,9e-06,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,زِيزَفُون,الزيزفون؛ شجرة الزيزفون,Linden/lime tree,زيزفون,Zeezafon|Zizafun,v0.1.x
زيطة,Zita,f,m,g,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,زِيطَة,اسم علم مؤنث، قد يكون تصغيرًا أو تحريفًا لاسم آخر، أو من 'زيطة' بمعنى الضجة والصخب.,"Female given name, possibly a diminutive or distortion of another name, or from 'zita' meaning noise and clamor.",زيطة|زيطه,Zeeta|Zita|Zeetah,v0.1.x
زيفل,Zeifal,m,m,f,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,زَيْفَل,اسم عائلة، قد يكون من أصل غير عربي أو تحريفًا لاسم آخر.,"Family name, possibly of non-Arabic origin or a distortion of another name.",زيفل,Zaifal|Zayfal|Zaifel,v0.1.x
زيق,Zeiq,m,m,f,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,زِيق,اسم عائلة، قد يكون من 'زيق الثوب' (طوقه)، أو تحريفًا لاسم آخر.,"Family name, possibly from 'zeiq al-thawb' (garment collar), or a distortion of another name.",زيق,Zeeq|Ziq|Zeiq,v0.1.x
زيلاله,Zeilala,f,m,g,r,9e-06,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,زَيْلَالَه,اسم علم مؤنث، قد يكون من أصل غير عربي أو تحريفًا لاسم آخر.,"Female given name, possibly of non-Arabic origin or a distortion of another name.",زيلاله,Zeelaleh|Zilalih|Zeelalah,v0.1.x
زيلع,Zaila,n,n,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,زَيْلَع,منسوب إلى زيلع (الصومال),From Zeila (Somalia,زيلع,Zaila|Zayla,v0.1.x
زيمان,Zeiman,m,n,g,r,9e-06,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,زَيْمَان,اسم علم مذكر، أصله فارسي، ويعني: صاحب الزمان، أو الحارس، أو الحامي. وقد يكون تحريفًا لـ 'زمن' بمعنى الوقت.,"A male given name of Persian origin, meaning 'master of time', 'guardian', or 'protector'. It might also be a distortion of 'zaman' meaning 'time'.",زيمان,Zeeman|Ziman|Zeemaan,v0.1.x
زينعابدين,Zainabdeen,m,m,g,r,9e-06,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,زَيْنعَابِدِين,زين العابدين؛ زينة العابدين,Ornament of the worshippers,زينعابدين,Zainabdeen|Zain Abdeen|Zayn Abidin,v0.1.x
زينوا,Zeinwa,f,n,g,r,9e-06,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,زَيْنُوَا,اسم علم مؤنث، قد يكون تصغيرًا أو تدليعًا لاسم 'زينة' بمعنى الجمال والحسن، أو من الفعل 'زين' أي جمل وحسّن.,"A female given name, possibly a diminutive or endearment of 'Zeina' meaning 'beauty' or 'adornment', or derived from the verb 'zayyan' meaning 'to beautify'.",زينوا,Zainwa|Zaynoua|Zainwah,v0.1.x
زينية,Zaineya,f,m,g,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,زَيْنِيَّة,الزينة؛ الجمال والحُلي,Adornment; beauty,زينية|زينيه,Zaineya|Zayniya|Zainiyah,v0.1.x
زيوب,Zeyoub,m,n,g,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,زِيُوب,اسم علم مذكر، قد يكون تصغيرًا لـ 'ذئب' أو تحريفًا له، أو له أصل غير عربي غير واضح المعنى.,"A male given name, possibly a diminutive or distortion of 'dhi'b' (wolf), or of unclear non-Arabic origin.",زيوب,Zyoub|Ziub|Zyoob,v0.1.x
زيوط,Zayyout,m,n,f,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,زَيُّوط,لقب عائلي، قد يكون نسبة إلى 'زَيُّوط' وهو نوع من النباتات، أو من 'زَيَّطَ' بمعنى أحدث ضجة وصخبًا، أو قد يكون له أصل غير عربي.,"A surname, possibly referring to a type of plant ('zayyut'), or derived from 'zayyatta' meaning 'to make noise/commotion', or of unclear non-Arabic origin.",زيوط,Zyout|Ziut|Zyoot,v0.1.x
